,Province/State,Country,Date last updated,Confirmed,Deaths,Recovered,Suspected,
,Guangxi,Mainland China,1/29/20 14:30,58,,2,,
,Shaanxi,Mainland China,1/29/20 14:30,56,,,,
,Yunnan,Mainland China,1/29/20 14:30,55,,,,
,Hebei,Mainland China,1/29/20 14:30,48,1,,,
,Hainan,Mainland China,1/29/20 14:30,43,1,,,
,Liaoning,Mainland China,1/29/20 14:30,39,,1,,
,Heilongjiang,Mainland China,1/29/20 14:30,38,1,,,
,Tianjin,Mainland China,1/29/20 14:30,27,,,,
,Shanxi,Mainland China,1/29/20 14:30,27,,1,,
,Gansu,Mainland China,1/29/20 14:30,24,,,,
,Inner Mongolia,Mainland China,1/29/20 14:30,16,,,,
,Xinjiang,Mainland China,1/29/20 14:30,13,,,,
,Ningxia,Mainland China,1/29/20 14:30,12,,,,
,Hong Kong,Hong Kong,1/29/20 14:30,10,,,,
,Guizhou,Mainland China,1/29/20 14:30,9,,1,,
,Jilin,Mainland China,1/29/20 14:30,9,,,,
,Taiwan,Taiwan,1/29/20 14:30,8,,,,
,Macau,Macau,1/29/20 14:30,7,,,,
,Qinghai,Mainland China,1/29/20 14:30,6,,,,
,Washington,US,1/29/20 14:30,1,,,,
,Illinois,US,1/29/20 14:30,1,,,,
,California,US,1/29/20 14:30,2,,,,
,Arizona,US,1/29/20 14:30,1,,,,
,,Japan,1/29/20 14:30,7,,1,,
,,Thailand,1/29/20 14:30,14,,5,,
,,South Korea,1/29/20 14:30,4,,,,
,,Singapore,1/29/20 14:30,7,,,,
,,Vietnam,1/29/20 14:30,2,,,,
,,France,1/29/20 14:30,5,,,,
,,Nepal,1/29/20 14:30,1,,,,
,,Malaysia,1/29/20 14:30,7,,,,
,Ontario,Canada,1/29/20 14:30,1,,,,
,British Columbia,Canada,1/29/20 14:30,1,,,,
,,Cambodia,1/29/20 14:30,1,,,,
,,Sri Lanka,1/29/20 14:30,1,,,,
,New South Wales,Australia,1/29/20 14:30,4,,,,
,Victoria,Australia,1/29/20 14:30,1,,,,
,Bavaria,Germany,1/29/20 14:30,4,,,,
,,Finland,1/29/20 14:30,1,,,,
,,United Arab Emirates,1/29/20 14:30,4,,,,
,,,,,,,,
,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,,
,Hubei,Mainland China,1/29/20 21:00,4586,162,90,,
,Zhejiang,Mainland China,1/29/20 21:00,428,,4,,
,Guangdong,Mainland China,1/29/20 21:00,311,,6,,
,Henan,Mainland China,1/29/20 21:00,278,2,2,,
,Hunan,Mainland China,1/29/20 21:00,277,,,,
,Anhui,Mainland China,1/29/20 21:00,200,,2,,
,Chongqing,Mainland China,1/29/20 21:00,165,,1,,
,Jiangxi,Mainland China,1/29/20 21:00,162,,4,,
,Shandong,Mainland China,1/29/20 21:00,145,,1,,
,Sichuan,Mainland China,1/29/20 21:00,142,1,1,,
,Jiangsu,Mainland China,1/29/20 21:00,129,,1,,
,Beijing,Mainland China,1/29/20 21:00,111,1,4,,
,Shanghai,Mainland China,1/29/20 21:00,101,1,5,,
,Fujian,Mainland China,1/29/20 21:00,101,,,,
,Guangxi,Mainland China,1/29/20 21:00,78,,2,,
,Hebei,Mainland China,1/29/20 21:00,65,1,,,
,Shaanxi,Mainland China,1/29/20 21:00,56,,,,
,Yunnan,Mainland China,1/29/20 21:00,55,,,,
,Hainan,Mainland China,1/29/20 21:00,43,1,,,
,Heilongjiang,Mainland China,1/29/20 21:00,43,1,,,
,Liaoning,Mainland China,1/29/20 21:00,39,,1,,
,Shanxi,Mainland China,1/29/20 21:00,35,,1,,
,Tianjin,Mainland China,1/29/20 21:00,27,,,,
,Gansu,Mainland China,1/29/20 21:00,26,,,,
,Inner Mongolia,Mainland China,1/29/20 21:00,16,,,,
,Jilin,Mainland China,1/29/20 21:00,14,,1,,
,Xinjiang,Mainland China,1/29/20 21:00,14,,,,
,Guizhou,Mainland China,1/29/20 21:00,12,,1,,
,Ningxia,Mainland China,1/29/20 21:00,12,,,,
,Hong Kong,Hong Kong,1/29/20 21:00,10,,,,
,Taiwan,Taiwan,1/29/20 21:00,8,,,,
,Macau,Macau,1/29/20 21:00,7,,,,
,Qinghai,Mainland China,1/29/20 21:00,6,,,,
,Tibet,Mainland China,1/29/20 21:00,1,,,,
,Washington,US,1/29/20 21:00,1,,,,
,Illinois,US,1/29/20 21:00,1,,,,
,California,US,1/29/20 21:00,2,,,,
,Arizona,US,1/29/20 21:00,1,,,,
,,Japan,1/29/20 21:00,11,,1,,
,,Thailand,1/29/20 21:00,14,,5,,
,,South Korea,1/29/20 21:00,4,,,,
,,Singapore,1/29/20 21:00,10,,,,
,,Vietnam,1/29/20 21:00,2,,,,
,,France,1/29/20 21:00,5,,,,
,,Nepal,1/29/20 21:00,1,,,,
,,Malaysia,1/29/20 21:00,7,,,,
,Ontario,Canada,1/29/20 21:00,2,,,,
,British Columbia,Canada,1/29/20 21:00,1,,,,
,,Cambodia,1/29/20 21:00,1,,,,
,,Sri Lanka,1/29/20 21:00,1,,,,
,New South Wales,Australia,1/29/20 21:00,4,,,,
,Victoria,Australia,1/29/20 21:00,2,,,,
,Queensland,Australia,1/29/20 21:00,1,,,,
,Bavaria,Germany,1/29/20 21:00,4,,,,
,,Finland,1/29/20 21:00,1,,,,
,,United Arab Emirates,1/29/20 21:00,4,,,,
,,,,,,,,
,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,,
,Hubei,Mainland China,1/30/20 11:00,4903,162,90,,
,Zhejiang,Mainland China,1/30/20 11:00,428,,4,,
,Guangdong,Mainland China,1/30/20 11:00,354,,10,,
,Henan,Mainland China,1/30/20 11:00,278,2,2,,
,Hunan,Mainland China,1/30/20 11:00,277,,2,,
,Anhui,Mainland China,1/30/20 11:00,200,,2,,
,Chongqing,Mainland China,1/30/20 11:00,182,,1,,
,Jiangxi,Mainland China,1/30/20 11:00,162,,5,,
,Shandong,Mainland China,1/30/20 11:00,158,,1,,
,Sichuan,Mainland China,1/30/20 11:00,142,1,1,,
,Jiangsu,Mainland China,1/30/20 11:00,129,,1,,
,Beijing,Mainland China,1/30/20 11:00,114,1,4,,
,Shanghai,Mainland China,1/30/20 11:00,112,1,5,,
,Fujian,Mainland China,1/30/20 11:00,101,,,,
,Guangxi,Mainland China,1/30/20 11:00,78,,2,,
,Yunnan,Mainland China,1/30/20 11:00,70,,,,
,Hebei,Mainland China,1/30/20 11:00,65,1,,,
,Shaanxi,Mainland China,1/30/20 11:00,63,,,,
,Hainan,Mainland China,1/30/20 11:00,46,1,1,,
,Heilongjiang,Mainland China,1/30/20 11:00,44,2,,,
,Liaoning,Mainland China,1/30/20 11:00,41,,1,,
,Shanxi,Mainland China,1/30/20 11:00,35,,1,,
,Tianjin,Mainland China,1/30/20 11:00,31,,,,
,Gansu,Mainland China,1/30/20 11:00,26,,,,
,Inner Mongolia,Mainland China,1/30/20 11:00,19,,,,
,Ningxia,Mainland China,1/30/20 11:00,17,,,,
,Jilin,Mainland China,1/30/20 11:00,14,,1,,
,Xinjiang,Mainland China,1/30/20 11:00,14,,,,
,Guizhou,Mainland China,1/30/20 11:00,12,,1,,
,Hong Kong,Hong Kong,1/30/20 11:00,10,,,,
,Taiwan,Taiwan,1/30/20 11:00,9,,,,
,Qinghai,Mainland China,1/30/20 11:00,8,,,,
,Macau,Macau,1/30/20 11:00,7,,,,
,Tibet,Mainland China,1/30/20 11:00,1,,,,
,Washington,US,1/30/20 11:00,1,,,,
,Illinois,US,1/30/20 11:00,1,,,,
,California,US,1/30/20 11:00,2,,,,
,Arizona,US,1/30/20 11:00,1,,,,
,,Japan,1/30/20 11:00,11,,1,,
,,Thailand,1/30/20 11:00,14,,5,,
,,South Korea,1/30/20 11:00,4,,,,
,,Singapore,1/30/20 11:00,10,,,,
,,Vietnam,1/30/20 11:00,2,,,,
,,France,1/30/20 11:00,5,,,,
,,Nepal,1/30/20 11:00,1,,,,
,,Malaysia,1/30/20 11:00,8,,,,
,Ontario,Canada,1/30/20 11:00,2,,,,
,British Columbia,Canada,1/30/20 11:00,1,,,,
,,Cambodia,1/30/20 11:00,1,,,,
,,Sri Lanka,1/30/20 11:00,1,,,,
,New South Wales,Australia,1/30/20 11:00,4,,2,,
,Victoria,Australia,1/30/20 11:00,2,,,,
,Queensland,Australia,1/30/20 11:00,3,,,,
,Bavaria,Germany,1/30/20 11:00,4,,,,
,,Finland,1/30/20 11:00,1,,,,
,,United Arab Emirates,1/30/20 11:00,4,,,,
,,Philippines,1/30/20 11:00,1,,,,
,,India,1/30/20 11:00,1,,,,
,,,,,,,,
,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,,
,Hubei,Mainland China,1/30/20 21:30,5806,204,116,,
,Zhejiang,Mainland China,1/30/20 21:30,537,,9,,
,Guangdong,Mainland China,1/30/20 21:30,393,,11,,
,Henan,Mainland China,1/30/20 21:30,352,2,3,,
,Hunan,Mainland China,1/30/20 21:30,332,,2,,
,Jiangxi,Mainland China,1/30/20 21:30,240,,7,,
,Anhui,Mainland China,1/30/20 21:30,237,,3,,
,Chongqing,Mainland China,1/30/20 21:30,206,,1,,
,Shandong,Mainland China,1/30/20 21:30,178,,2,,
,Sichuan,Mainland China,1/30/20 21:30,177,1,1,,
,Jiangsu,Mainland China,1/30/20 21:30,168,,2,,
,Shanghai,Mainland China,1/30/20 21:30,128,1,9,,
,Beijing,Mainland China,1/30/20 21:30,121,1,5,,
,Fujian,Mainland China,1/30/20 21:30,101,,,,
,Guangxi,Mainland China,1/30/20 21:30,87,,2,,
,Hebei,Mainland China,1/30/20 21:30,82,1,,,
,Yunnan,Mainland China,1/30/20 21:30,76,,,,
,Shaanxi,Mainland China,1/30/20 21:30,87,,,,
,Heilongjiang,Mainland China,1/30/20 21:30,59,2,,,
,Hainan,Mainland China,1/30/20 21:30,50,1,1,,
,Liaoning,Mainland China,1/30/20 21:30,45,,1,,
,Shanxi,Mainland China,1/30/20 21:30,39,,1,,
,Tianjin,Mainland China,1/30/20 21:30,32,,,,
,Gansu,Mainland China,1/30/20 21:30,29,,,,
,Ningxia,Mainland China,1/30/20 21:30,21,,1,,
,Inner Mongolia,Mainland China,1/30/20 21:30,20,,,,
,Xinjiang,Mainland China,1/30/20 21:30,17,,,,
,Guizhou,Mainland China,1/30/20 21:30,15,,1,,
,Jilin,Mainland China,1/30/20 21:30,14,,1,,
,Hong Kong,Hong Kong,1/30/20 21:30,12,,,,
,Taiwan,Taiwan,1/30/20 21:30,9,,,,
,Qinghai,Mainland China,1/30/20 21:30,8,,,,
,Macau,Macau,1/30/20 21:30,7,,,,
,Tibet,Mainland China,1/30/20 21:30,1,,,,
,Washington,US,1/30/20 21:30,1,,,,
,Illinois,US,1/30/20 21:30,2,,,,
,California,US,1/30/20 21:30,2,,,,
,Arizona,US,1/30/20 21:30,1,,,,
,,Japan,1/30/20 21:30,11,,1,,
,,Thailand,1/30/20 21:30,14,,5,,
,,South Korea,1/30/20 21:30,6,,,,
,,Singapore,1/30/20 21:30,10,,,,
,,Vietnam,1/30/20 21:30,2,,,,
,,France,1/30/20 21:30,5,,,,
,,Nepal,1/30/20 21:30,1,,,,
,,Malaysia,1/30/20 21:30,8,,,,
,Ontario,Canada,1/30/20 21:30,2,,,,
,British Columbia,Canada,1/30/20 21:30,1,,,,
,,Cambodia,1/30/20 21:30,1,,,,
,,Sri Lanka,1/30/20 21:30,1,,,,
,New South Wales,Australia,1/30/20 21:30,4,,2,,
,Victoria,Australia,1/30/20 21:30,2,,,,
,Queensland,Australia,1/30/20 21:30,3,,,,
,Bavaria,Germany,1/30/20 21:30,4,,,,
,,Finland,1/30/20 21:30,1,,,,
,,United Arab Emirates,1/30/20 21:30,4,,,,
,,Philippines,1/30/20 21:30,1,,,,
,,India,1/30/20 21:30,1,,,,
,,Italy,1/30/20 21:30,2,,,,
,,,,,,,,
,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,,
,Hubei,Mainland China,1/31/20 14:00,5806,204,141,,
,Zhejiang,Mainland China,1/31/20 14:00,538,,14,,
,Guangdong,Mainland China,1/31/20 14:00,436,,11,,
,Henan,Mainland China,1/31/20 14:00,352,2,3,,
,Hunan,Mainland China,1/31/20 14:00,332,,2,,
,Jiangxi,Mainland China,1/31/20 14:00,240,,7,,
,Anhui,Mainland China,1/31/20 14:00,237,,3,,
,Chongqing,Mainland China,1/31/20 14:00,211,,1,,
,Shandong,Mainland China,1/31/20 14:00,184,,2,,
,Sichuan,Mainland China,1/31/20 14:00,177,1,1,,
,Jiangsu,Mainland China,1/31/20 14:00,168,,5,,
,Beijing,Mainland China,1/31/20 14:00,139,1,5,,
,Shanghai,Mainland China,1/31/20 14:00,135,1,9,,
,Fujian,Mainland China,1/31/20 14:00,120,,,,
,Guangxi,Mainland China,1/31/20 14:00,87,,2,,
,Shaanxi,Mainland China,1/31/20 14:00,87,,,,
,Yunnan,Mainland China,1/31/20 14:00,83,,1,,
,Hebei,Mainland China,1/31/20 14:00,82,1,,,
,Heilongjiang,Mainland China,1/31/20 14:00,59,2,,,
,Hainan,Mainland China,1/31/20 14:00,52,1,1,,
,Liaoning,Mainland China,1/31/20 14:00,48,,1,,
,Shanxi,Mainland China,1/31/20 14:00,39,,1,,
,Tianjin,Mainland China,1/31/20 14:00,32,,,,
,Guizhou,Mainland China,1/31/20 14:00,29,,2,,
,Gansu,Mainland China,1/31/20 14:00,29,,,,
,Ningxia,Mainland China,1/31/20 14:00,21,,,,
,Inner Mongolia,Mainland China,1/31/20 14:00,20,,1,,
,Xinjiang,Mainland China,1/31/20 14:00,17,,,,
,Jilin,Mainland China,1/31/20 14:00,14,,1,,
,Hong Kong,Hong Kong,1/31/20 14:00,12,,,,
,Taiwan,Taiwan,1/31/20 14:00,10,,,,
,Qinghai,Mainland China,1/31/20 14:00,8,,,,
,Macau,Macau,1/31/20 14:00,7,,,,
,Tibet,Mainland China,1/31/20 14:00,1,,,,
,,Thailand,1/31/20 14:00,19,,5,,
,,Japan,1/31/20 14:00,15,,1,,
,,Singapore,1/31/20 14:00,13,,,,
,,South Korea,1/31/20 14:00,11,,,,
,,Malaysia,1/31/20 14:00,8,,,,
,,France,1/31/20 14:00,5,,,,
,Bavaria,Germany,1/31/20 14:00,5,,,,
,New South Wales,Australia,1/31/20 14:00,4,,2,,
,,United Arab Emirates,1/31/20 14:00,4,,,,
,Victoria,Australia,1/31/20 14:00,3,,,,
,Illinois,US,1/31/20 14:00,2,,,,
,California,US,1/31/20 17:00,3,,,,
,,Vietnam,1/31/20 14:00,2,,,,
,Ontario,Canada,1/31/20 14:00,2,,,,
,Queensland,Australia,1/31/20 14:00,2,,,,
,,Italy,1/31/20 14:00,2,,,,
,,UK,1/31/20 14:00,2,,,,
,,Russia,1/31/20 14:00,2,,,,
,Washington,US,1/31/20 14:00,1,,,,
,Arizona,US,1/31/20 14:00,1,,,,
,,Nepal,1/31/20 14:00,1,,,,
,British Columbia,Canada,1/31/20 14:00,1,,,,
,,Cambodia,1/31/20 14:00,1,,,,
,,Sri Lanka,1/31/20 14:00,1,,,,
,,Finland,1/31/20 14:00,1,,,,
,,Philippines,1/31/20 14:00,1,,,,
,,India,1/31/20 14:00,1,,,,
,,Sweden,1/31/20 14:00,1,,,,
,,,,,,,,
,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,,
,Hubei,Mainland China,1/31/20 19:00,7153,249,169,,
,Zhejiang,Mainland China,1/31/20 19:00,537,,14,,
,Guangdong,Mainland China,1/31/20 19:00,436,,10,,
,Henan,Mainland China,1/31/20 19:00,352,2,3,,
,Hunan,Mainland China,1/31/20 19:00,332,,3,,
,Jiangxi,Mainland China,1/31/20 19:00,240,,7,,
,Chongqing,Mainland China,1/31/20 19:00,238,1,1,,
,Anhui,Mainland China,1/31/20 19:00,237,,3,,
,Shandong,Mainland China,1/31/20 19:00,184,,2,,
,Sichuan,Mainland China,1/31/20 19:00,177,1,1,,
,Jiangsu,Mainland China,1/31/20 19:00,168,,5,,
,Shanghai,Mainland China,1/31/20 19:00,153,1,9,,
,Beijing,Mainland China,1/31/20 19:00,139,1,5,,
,Fujian,Mainland China,1/31/20 19:00,120,,,,
,Hebei,Mainland China,1/31/20 19:00,96,1,,,
,Guangxi,Mainland China,1/31/20 19:00,88,,2,,
,Shaanxi,Mainland China,1/31/20 19:00,87,,,,
,Yunnan,Mainland China,1/31/20 19:00,83,,1,,
,Liaoning,Mainland China,1/31/20 19:00,60,,1,,
,Heilongjiang,Mainland China,1/31/20 19:00,59,2,,,
,Hainan,Mainland China,1/31/20 19:00,58,1,1,,
,Shanxi,Mainland China,1/31/20 19:00,47,,1,,
,Gansu,Mainland China,1/31/20 19:00,35,,,,
,Tianjin,Mainland China,1/31/20 19:00,32,,,,
,Guizhou,Mainland China,1/31/20 19:00,29,,2,,
,Ningxia,Mainland China,1/31/20 19:00,21,,1,,
,Inner Mongolia,Mainland China,1/31/20 19:00,20,,,,
,Xinjiang,Mainland China,1/31/20 19:00,17,,,,
,Jilin,Mainland China,1/31/20 19:00,14,,1,,
,Hong Kong,Hong Kong,1/31/20 19:00,13,,,,
,Taiwan,Taiwan,1/31/20 19:00,10,,,,
,Qinghai,Mainland China,1/31/20 19:00,8,,,,
,Macau,Macau,1/31/20 19:00,7,,,,
,Tibet,Mainland China,1/31/20 19:00,1,,,,
,Washington,US,1/31/20 19:00,1,,,,
,Illinois,US,1/31/20 19:00,2,,,,
,California,US,1/31/20 19:00,3,,,,
,Arizona,US,1/31/20 19:00,1,,,,
,,Japan,1/31/20 19:00,17,,1,,
,,Thailand,1/31/20 19:00,19,,7,,
,,South Korea,1/31/20 19:00,11,,,,
,,Singapore,1/31/20 19:00,16,,,,
,,Vietnam,1/31/20 19:00,2,,,,
,,France,1/31/20 19:00,6,,,,
,,Nepal,1/31/20 19:00,1,,,,
,,Malaysia,1/31/20 19:00,8,,,,
,Ontario,Canada,1/31/20 19:00,2,,,,
,British Columbia,Canada,1/31/20 19:00,1,,,,
,,Cambodia,1/31/20 19:00,1,,,,
,,Sri Lanka,1/31/20 19:00,1,,,,
,New South Wales,Australia,1/31/20 19:00,4,,2,,
,Victoria,Australia,1/31/20 19:00,2,,,,
,Queensland,Australia,1/31/20 19:00,3,,,,
,Bavaria,Germany,1/31/20 19:00,7,,,,
,,Finland,1/31/20 19:00,1,,,,
,,United Arab Emirates,1/31/20 19:00,4,,,,
,,Philippines,1/31/20 19:00,1,,,,
,,India,1/31/20 19:00,1,,,,
,,Italy,1/31/20 19:00,2,,,,
,,Sweden,1/31/20 19:00,1,,,,
,,Russia,1/31/20 19:00,2,,,,
,,Spain,1/31/20 19:00,1,,,,
,,UK,1/31/20 19:00,2,,,,
,,,,,,,,
,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,,
,Hubei,Mainland China,2/1/20 10:00,7153,249,168,,
,Zhejiang,Mainland China,2/1/20 10:00,599,,21,,
,Guangdong,Mainland China,2/1/20 10:00,535,,14,,
,Henan,Mainland China,2/1/20 10:00,422,2,3,,
,Hunan,Mainland China,2/1/20 10:00,389,,8,,
,Anhui,Mainland China,2/1/20 10:00,297,,5,,
,Jiangxi,Mainland China,2/1/20 10:00,286,,9,,
,Chongqing,Mainland China,2/1/20 10:00,247,1,3,,
,Sichuan,Mainland China,2/1/20 10:00,207,1,3,,
,Shandong,Mainland China,2/1/20 10:00,206,,3,,
,Jiangsu,Mainland China,2/1/20 10:00,202,,6,,
,Shanghai,Mainland China,2/1/20 10:00,169,1,10,,
,Beijing,Mainland China,2/1/20 10:00,168,1,9,,
,Fujian,Mainland China,2/1/20 10:00,144,,,,
,Shaanxi,Mainland China,2/1/20 10:00,101,,,,
,Guangxi,Mainland China,2/1/20 10:00,100,,2,,
,Hebei,Mainland China,2/1/20 10:00,96,1,,,
,Yunnan,Mainland China,2/1/20 10:00,91,,2,,
,Heilongjiang,Mainland China,2/1/20 10:00,80,2,2,,
,Liaoning,Mainland China,2/1/20 10:00,63,,1,,
,Hainan,Mainland China,2/1/20 10:00,62,1,1,,
,Shanxi,Mainland China,2/1/20 10:00,47,,1,,
,Tianjin,Mainland China,2/1/20 10:00,38,,,,
,Gansu,Mainland China,2/1/20 10:00,35,,,,
,Guizhou,Mainland China,2/1/20 10:00,29,,2,,
,Ningxia,Mainland China,2/1/20 10:00,26,,,,
,Inner Mongolia,Mainland China,2/1/20 10:00,23,,1,,
,Xinjiang,Mainland China,2/1/20 10:00,18,,,,
,Jilin,Mainland China,2/1/20 10:00,17,,1,,
,Hong Kong,Hong Kong,2/1/20 10:00,13,,,,
,Taiwan,Taiwan,2/1/20 10:00,10,,,,
,Qinghai,Mainland China,2/1/20 10:00,9,,,,
,Macau,Macau,2/1/20 10:00,7,,,,
,Tibet,Mainland China,2/1/20 10:00,1,,,,
,Washington,US,2/1/20 10:00,1,,,,
,Illinois,US,2/1/20 10:00,2,,,,
,California,US,2/1/20 10:00,3,,,,
,Arizona,US,2/1/20 10:00,1,,,,
,,Japan,2/1/20 10:00,17,,1,,
,,Thailand,2/1/20 10:00,19,,7,,
,,South Korea,2/1/20 10:00,12,,,,
,,Singapore,2/1/20 10:00,18,,,,
,,Vietnam,2/1/20 10:00,6,,1,,
,,France,2/1/20 10:00,6,,,,
,,Nepal,2/1/20 10:00,1,,,,
,,Malaysia,2/1/20 10:00,8,,,,
,Ontario,Canada,2/1/20 10:00,3,,,,
,British Columbia,Canada,2/1/20 10:00,1,,,,
,,Cambodia,2/1/20 10:00,1,,,,
,,Sri Lanka,2/1/20 10:00,1,,1,,
,New South Wales,Australia,2/1/20 10:00,4,,2,,
,Victoria,Australia,2/1/20 10:00,4,,,,
,Queensland,Australia,2/1/20 10:00,3,,,,
,South Australia,Australia,2/1/20 10:00,1,,,,
,Bavaria,Germany,2/1/20 10:00,7,,,,
,,Finland,2/1/20 10:00,1,,,,
,,United Arab Emirates,2/1/20 10:00,4,,,,
,,Philippines,2/1/20 10:00,1,,,,
,,India,2/1/20 10:00,1,,,,
,,Italy,2/1/20 10:00,2,,,,
,,Sweden,2/1/20 10:00,1,,,,
,,Russia,2/1/20 10:00,2,,,,
,,Spain,2/1/20 10:00,1,,,,
,,UK,2/1/20 10:00,2,,,,